"report_date","data_date","Country","confirmed_cases_total","cases_total_china_exposure","cases_total_outside_china_exposure_international","cases_total_local_exposure","cases_total_unknown_exposure","country_of_exposure","second_country_of_exposure","transmission_classification","source","accessed_by","accessed_date","notes","notes2","source2","accessed_by2","accessed_date2","notes3"
2020-03-16,2020-03-16,"Uruguay",4,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Honduras",2,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Trinidad and Tobago",2,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Venezuela (Bolivarian Republic of)",2,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Antigua and Barbuda",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Guatemala",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Saint Lucia",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Saint Vincent and the Grenadines",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Suriname",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Martinique",15,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"French Guiana",7,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Guadeloupe",6,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Puerto Rico",3,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Saint Barthélemy",3,NA,NA,NA,NA,NA,NA,"under investigation","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Curaçao",2,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Saint Martin",2,NA,NA,NA,NA,NA,NA,"under investigation","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Cayman Islands",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"South Africa",51,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Algeria",49,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Senegal",26,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Rwanda",5,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Burkina Faso",3,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Cameroon",3,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Cote d' lvoire",3,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Democratic Republic of the Congo",2,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Ghana",2,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Namibia",2,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Nigeria",2,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Seychelles",2,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Central African Republic",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Congo",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Equatorial Guinea",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Eswatini",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Ethiopia",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Gabon",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Guinea",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Kenya",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Mauritania",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Togo",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Réunion",9,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"Mayotte",1,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-16,2020-03-16,"International Conveyance (Diamond Princess)",712,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_2","OTT",2020-03-16,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Republic of Korea",8320,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Japan",829,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Malaysia",553,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Australia",375,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Singapore",243,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Philippines",187,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Viet Nam",61,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Brunei Darussalam",50,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Cambodia",24,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"New Zealand",11,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Mongolia",4,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"French Polynesia",3,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Guam",3,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Italy",27980,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Spain",9191,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"France",6573,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Germany",6012,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Switzerland",2200,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"The United Kingdom",1547,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Netherlands",1413,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Norway",1169,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Austria",1132,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Belgium",1085,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Sweden",1059,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Denmark",960,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Czechia",383,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Greece",331,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Portugal",331,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Israel",250,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Finland",272,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Slovenia",253,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Ireland",223,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Estonia",205,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Iceland",199,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Romania",158,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Poland",150,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"San Marino",102,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Russian Federation",93,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Luxembourg",81,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Slovakia",72,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Bulgaria",67,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Serbia",70,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Croatia",56,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Armenia",52,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Albania",51,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Hungary",50,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Turkey",47,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Belarus",36,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Latvia",36,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Cyprus",33,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Georgia",33,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Malta",30,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Republic of Moldova",29,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Azerbaijan",19,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Bosnia and Herzegovina",19,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"North Macedonia",19,NA,NA,NA,NA,NA,NA,"local","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Lithuania",17,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
2020-03-17,2020-03-17,"Andorra",14,NA,NA,NA,NA,NA,NA,"imported only","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_2","OTT",2020-03-18,NA,NA,NA,NA,NA,NA
