"county","report_date","ALL PCR tests performed","Running total of all PCR tests","All PCR positive tests","Running total of all PCR tests","7 day percent positive","14 day percent positive"
"Appling","2020-03-26","2","9","0","0","0","0"
"Appling","2020-03-27","2","11","0","0","0","0"
"Appling","2020-03-28","1","12","0","0","0","0"
"Appling","2020-03-29","0","12","0","0","0","0"
"Appling","2020-03-30","1","13","0","0","0","0"
"Appling","2020-03-31","7","20","0","0","0","0"
"Appling","2020-04-01","1","21","0","0","0","0"
"Appling","2020-04-02","8","29","2","2","3.6","1.8"
"Appling","2020-04-03","3","32","0","2","3.6","1.8"
"Appling","2020-04-04","0","32","0","2","3.6","1.8"
"Appling","2020-04-05","0","32","0","2","3.6","1.8"
"Appling","2020-04-06","12","44","1","3","4.8","2.4"
"Appling","2020-04-07","3","47","0","3","4.8","2.4"
"Appling","2020-04-08","6","53","1","4","7.1","3.6"
"Appling","2020-04-09","2","55","0","4","3.6","3.6"
"Appling","2020-04-10","6","61","2","6","8.3","6"
"Appling","2020-04-11","4","65","0","6","8.3","6"
"Appling","2020-04-12","1","66","1","7","22.6","13.1"
"Appling","2020-04-13","0","66","0","7","21.4","13.1"
"Appling","2020-04-14","1","67","1","8","35.7","20.2"
"Appling","2020-04-15","7","74","3","11","39.5","23.3"
"Appling","2020-04-16","2","76","1","12","46.6","25.1"
"Appling","2020-04-17","2","78","0","12","41.8","25.1"
"Appling","2020-04-18","8","86","2","14","45.4","26.9"
"Appling","2020-04-19","3","89","0","14","31.1","26.9"
"Appling","2020-04-20","1","90","0","14","31.1","26.3"
"Appling","2020-04-21","31","121","24","38","27.9","31.8"
"Appling","2020-04-22","5","126","1","39","24.6","32"
"Appling","2020-04-23","27","153","23","62","29.7","38.1"
"Appling","2020-04-24","5","158","0","62","29.7","35.7"
"Appling","2020-04-25","47","205","2","64","26.7","36.1"
"Appling","2020-04-26","27","232","5","69","29.3","30.2"
"Appling","2020-04-27","67","299","7","76","30.8","31"
"Appling","2020-04-28","0","299","0","76","19.8","23.8"
"Appling","2020-04-29","2","301","0","76","16.9","20.8"
"Appling","2020-04-30","6","307","1","77","7.1","18.4"
"Appling","2020-05-01","3","310","0","77","7.1","18.4"
"Appling","2020-05-02","13","323","1","78","7.6","17.2"
"Appling","2020-05-03","0","323","0","78","5","17.2"
"Appling","2020-05-04","7","330","1","79","5.5","18.2"
"Appling","2020-05-05","1","331","0","79","5.5","12.6"
"Appling","2020-05-06","5","336","0","79","5.5","11.2"
"Appling","2020-05-07","6","342","0","79","3.1","5.1"
"Appling","2020-05-08","3","345","0","79","3.1","5.1"
"Appling","2020-05-09","7","352","0","79","2","4.8"
"Appling","2020-05-10","4","356","0","79","2","3.5"
"Appling","2020-05-11","5","361","1","80","2.9","4.2"
"Appling","2020-05-12","2","363","1","81","10","7.8"
"Appling","2020-05-13","3","366","0","81","10","7.8"
"Appling","2020-05-14","5","371","0","81","10","6.6"
"Appling","2020-05-15","10","381","2","83","12.9","8"
"Appling","2020-05-16","11","392","1","84","14.2","8.1"
"Appling","2020-05-17","8","400","3","87","19.5","10.8"
"Appling","2020-05-18","8","408","2","89","20.2","11.5"
"Appling","2020-05-19","0","408","0","89","13.1","11.5"
"Appling","2020-05-20","4","412","2","91","20.2","15.1"
"Appling","2020-05-21","4","416","2","93","27.4","18.7"
"Appling","2020-05-22","4","420","0","93","24.5","18.7"
"Appling","2020-05-23","21","441","5","98","26.6","20.4"
"Appling","2020-05-24","30","471","1","99","21.7","20.6"
"Appling","2020-05-25","0","471","0","99","18.2","19.2"
"Appling","2020-05-26","12","483","1","100","19.4","16.2"
"Appling","2020-05-27","11","494","1","101","13.5","16.9"
"Appling","2020-05-28","35","529","0","101","6.4","16.9"
"Appling","2020-05-29","21","550","3","104","8.4","16.5"
"Appling","2020-05-30","10","560","0","104","5","15.8"
"Appling","2020-05-31","21","581","3","107","6.6","14.2"
"Appling","2020-06-01","0","581","0","107","6.6","12.4"
"Appling","2020-06-02","1","582","0","107","5.4","12.4"
"Appling","2020-06-03","2","584","0","107","4.1","8.8"
"Appling","2020-06-04","2","586","0","107","4.1","5.2"
"Appling","2020-06-05","23","609","7","114","6.4","7.4"
"Appling","2020-06-06","7","616","2","116","10.5","7.7"
"Appling","2020-06-07","6","622","3","119","15.6","11.1"
"Appling","2020-06-08","9","631","5","124","23.5","15"
"Appling","2020-06-09","0","631","0","124","23.5","14.4"
"Appling","2020-06-10","3","634","1","125","28.3","16.2"
"Appling","2020-06-11","5","639","1","126","31.1","17.6"
"Appling","2020-06-12","11","650","2","128","29.4","17.9"
"Appling","2020-06-13","6","656","1","129","27.7","19.1"
"Appling","2020-06-14","8","664","0","129","20.5","18.1"
"Appling","2020-06-15","10","674","2","131","15.5","19.5"
"Appling","2020-06-16","5","679","2","133","21.2","22.3"
"Appling","2020-06-17","1","680","0","133","16.4","22.3"
"Appling","2020-06-18","6","686","2","135","18.3","24.7"
"Appling","2020-06-19","6","692","0","135","15.7","22.5"
"Appling","2020-06-20","12","704","0","135","13.3","20.5"
"Appling","2020-06-21","3","707","2","137","22.9","21.7"
"Appling","2020-06-22","16","723","2","139","21.8","18.6"
"Appling","2020-06-23","6","729","2","141","20.8","21"
"Appling","2020-06-24","11","740","1","142","22.1","19.3"
"Appling","2020-06-25","8","748","2","144","20.9","19.6"
"Appling","2020-06-26","7","755","1","145","23","19.3"
"Appling","2020-06-27","14","769","1","146","24","18.7"
"Appling","2020-06-28","7","776","1","147","16.5","19.7"
"Appling","2020-06-29","12","788","5","152","20.7","21.2"
"Appling","2020-06-30","5","793","0","152","15.9","18.4"
"Appling","2020-07-01","12","805","0","152","14.6","18.4"
"Appling","2020-07-02","23","828","2","154","12.3","16.6"
"Appling","2020-07-03","15","843","1","155","11.2","17.1"
"Appling","2020-07-04","24","867","3","158","12","18"
"Appling","2020-07-05","26","893","5","163","12.7","14.6"
"Appling","2020-07-06","50","943","7","170","8.7","14.7"
"Appling","2020-07-07","5","948","0","170","8.7","12.3"
"Appling","2020-07-08","21","969","4","174","11.4","13"
"Appling","2020-07-09","13","982","2","176","12.4","12.4"
"Appling","2020-07-10","6","988","1","177","13.8","12.5"
"Appling","2020-07-11","59","1047","19","196","16.6","14.3"
"Appling","2020-07-12","20","1067","3","199","16","14.4"
"Appling","2020-07-13","20","1087","2","201","15.5","12.1"
"Appling","2020-07-14","30","1117","8","209","19.3","14"
"Appling","2020-07-15","28","1145","5","214","19.1","15.3"
"Appling","2020-07-16","33","1178","11","225","21.7","17"
"Appling","2020-07-17","39","1217","11","236","23.3","18.6"
"Appling","2020-07-18","35","1252","7","243","21.6","19.1"
"Appling","2020-07-19","39","1291","6","249","21.6","18.8"
"Appling","2020-07-20","41","1332","8","257","23","19.2"
"Appling","2020-07-21","39","1371","10","267","22.8","21.1"
"Appling","2020-07-22","15","1386","2","269","22.2","20.7"
"Appling","2020-07-23","15","1401","3","272","20.3","21"
"Appling","2020-07-24","10","1411","3","275","20.6","21.9"
"Appling","2020-07-25","33","1444","11","286","22.5","22"
"Appling","2020-07-26","10","1454","2","288","23.1","22.4"
"Appling","2020-07-27","32","1486","7","295","23.5","23.2"
"Appling","2020-07-28","26","1512","8","303","24.2","23.5"
"Appling","2020-07-29","17","1529","1","304","23.1","22.7"
"Appling","2020-07-30","33","1562","6","310","22.9","21.6"
"Appling","2020-07-31","34","1596","13","323","24","22.3"
"Appling","2020-08-01","28","1624","6","329","22.3","22.4"
"Appling","2020-08-02","16","1640","2","331","21.3","22.2"
"Appling","2020-08-03","34","1674","3","334","19.4","21.4"
"Appling","2020-08-04","17","1691","0","334","15","19.6"
"Appling","2020-08-05","37","1728","3","337","15.3","19.2"
"Appling","2020-08-06","27","1755","4","341","14.8","18.9"
"Appling","2020-08-07","29","1784","9","350","13.8","18.9"
"Appling","2020-08-08","40","1824","10","360","14.3","18.3"
"Appling","2020-08-09","62","1886","18","378","16.7","19"
"Appling","2020-08-10","27","1913","8","386","19.7","19.5"
"Appling","2020-08-11","10","1923","1","387","21.1","18"
"Appling","2020-08-12","7","1930","1","388","22","18.6"
"Appling","2020-08-13","34","1964","6","394","22.4","18.6"
"Appling","2020-08-14","27","1991","11","405","23.8","18.8"
"Appling","2020-08-15","13","2004","2","407","22.4","18.4"
"Appling","2020-08-16","40","2044","5","412","20","18.4"
"Appling","2020-08-17","27","2071","4","416","17.9","18.8"
"Appling","2020-08-18","14","2085","1","417","17.5","19.3"
"Appling","2020-08-19","15","2100","4","421","19.3","20.6"
"Appling","2020-08-20","32","2132","6","427","19.4","20.9"
"Appling","2020-08-21","30","2162","8","435","17.4","20.6"
"Appling","2020-08-22","59","2221","9","444","17.4","19.9"
"Appling","2020-08-23","38","2259","4","448","17.1","18.6"
"Appling","2020-08-24","33","2292","1","449","15.4","16.7"
"Appling","2020-08-25","10","2302","0","449","14.4","16"
"Appling","2020-08-26","67","2369","7","456","12.1","15.7"
"Appling","2020-08-27","12","2381","2","458","11.8","15.6"
"Appling","2020-08-28","34","2415","4","462","9.7","13.5"
"Appling","2020-08-29","35","2450","6","468","9.9","13.7"
"Appling","2020-08-30","10","2460","1","469","9.9","13.5"
"Appling","2020-08-31","26","2486","2","471","10.5","13"
"Appling","2020-09-01","55","2541","5","476","11.8","13.1"
"Appling","2020-09-02","4","2545","2","478","17.5","14.8"
"Appling","2020-09-03","43","2588","8","486","17.8","14.8"
"Appling","2020-09-04","40","2628","3","489","17.1","13.4"
"Appling","2020-09-05","26","2654","5","494","17.4","13.7"
"Appling","2020-09-06","34","2688","1","495","16.4","13.2"
"Appling","2020-09-07","0","2688","0","495","15.3","12.9"
"Appling","2020-09-08","47","2735","5","500","15.6","13.7"
"Appling","2020-09-09","21","2756","2","502","9.8","13.6"
"Appling","2020-09-10","6","2762","0","502","7.1","12.4"
"Appling","2020-09-11","27","2789","3","505","7.6","12.4"
"Appling","2020-09-12","38","2827","2","507","5.6","11.5"
"Appling","2020-09-13","29","2856","0","507","5.2","10.8"
"Appling","2020-09-14","36","2892","1","508","5.6","10.5"
"Appling","2020-09-15","13","2905","5","513","9.6","12.6"
"Appling","2020-09-16","12","2917","1","514","9.4","9.6"
"Appling","2020-09-17","27","2944","4","518","11.5","9.3"
"Appling","2020-09-18","10","2954","1","519","11.4","9.5"
"Appling","2020-09-19","32","2986","3","522","12","8.8"
"Appling","2020-09-20","22","3008","0","522","12","8.6"
"Appling","2020-09-21","30","3038","3","525","13","9.3"
"Appling","2020-09-22","6","3044","0","525","7.5","8.5"
"Appling","2020-09-23","6","3050","2","527","11.1","10.2"
"Appling","2020-09-24","31","3081","2","529","9.9","10.7"
"Appling","2020-09-25","28","3109","3","532","10","10.7"
"Appling","2020-09-26","34","3143","2","534","9.5","10.7"
"Appling","2020-09-27","22","3165","5","539","12.7","12.3"
"Appling","2020-09-28","12","3177","1","540","12.5","12.7"
"Appling","2020-09-29","7","3184","2","542","16.6","12"
"Appling","2020-09-30","7","3191","2","544","15.9","13.5"
"Appling","2020-10-01","29","3220","9","553","19.4","14.6"
"Appling","2020-10-02","17","3237","4","557","21.2","15.6"
"Appling","2020-10-03","34","3271","7","564","23.3","16.4"
"Appling","2020-10-04","13","3284","4","568","24.5","18.6"
"Appling","2020-10-05","15","3299","5","573","28.1","20.3"
"Appling","2020-10-06","6","3305","0","573","24","20.3"
"Appling","2020-10-07","13","3318","4","577","24.3","20.1"
"Appling","2020-10-08","28","3346","3","580","21.4","20.4"
"Appling","2020-10-09","14","3360","3","583","21.1","21.2"
"Appling","2020-10-10","18","3378","2","585","19.7","21.5"
"Appling","2020-10-11","18","3396","2","587","16.9","20.7"
"Appling","2020-10-12","23","3419","7","594","16.5","22.3"
"Appling","2020-10-13","12","3431","2","596","18.9","21.4"
"Appling","2020-10-14","25","3456","8","604","19.1","21.7"
"Appling","2020-10-15","13","3469","3","607","20.8","21.1"
"Appling","2020-10-16","18","3487","1","608","18.6","19.8"
"Appling","2020-10-17","24","3511","3","611","18.8","19.2"
"Appling","2020-10-18","13","3524","0","611","17.2","17.1"
"Appling","2020-10-19","10","3534","4","615","18.5","17.5"
"Appling","2020-10-20","11","3545","3","618","20.1","19.5"
"Appling","2020-10-21","4","3549","1","619","19.1","19.1"
"Appling","2020-10-22","24","3573","2","621","17","18.9"
"Appling","2020-10-23","34","3607","3","624","17.4","18"
"Appling","2020-10-24","30","3637","2","626","16.6","17.7"
"Appling","2020-10-25","11","3648","1","627","17.9","17.5"
"Appling","2020-10-26","10","3658","0","627","12.2","15.4"
"Appling","2020-10-27","6","3664","1","628","10.7","15.4"
"Appling","2020-10-28","8","3672","1","629","8.9","14"
"Appling","2020-10-29","19","3691","3","632","9.9","13.4"
"Appling","2020-10-30","45","3736","6","638","10.6","14"
"Appling","2020-10-31","15","3751","3","641","12.5","14.5"
"Appling","2020-11-01","22","3773","0","641","11.2","14.5"
"Appling","2020-11-02","4","3777","1","642","14.8","13.5"
"Appling","2020-11-03","16","3793","1","643","13.3","12"
"Appling","2020-11-04","3","3796","1","644","16.2","12.6"
"Appling","2020-11-05","15","3811","2","646","15.9","12.9"
"Appling","2020-11-06","24","3835","2","648","15.2","12.9"
"Appling","2020-11-07","27","3862","0","648","12.3","12.4"
"Appling","2020-11-08","9","3871","1","649","13.9","12.5"
"Appling","2020-11-09","7","3878","1","650","12.4","13.6"
"Appling","2020-11-10","8","3886","0","650","11.5","12.4"
"Appling","2020-11-11","1","3887","0","650","6.7","11.5"
"Appling","2020-11-12","27","3914","1","651","5.3","10.6"
"Appling","2020-11-13","20","3934","3","654","6.3","10.7"
"Appling","2020-11-14","19","3953","1","655","7.1","9.7"
"Appling","2020-11-15","10","3963","2","657","8.3","11.1"
"Appling","2020-11-16","7","3970","0","657","6.3","9.3"
"Appling","2020-11-17","11","3981","0","657","6.3","8.9"
"Appling","2020-11-18","6","3987","0","657","6.3","6.5"
"Appling","2020-11-19","10","3997","1","658","7.2","6.3"
"Appling","2020-11-20","23","4020","2","660","6.3","6.3"
"Appling","2020-11-21","17","4037","0","660","5.5","6.3"
"Appling","2020-11-22","7","4044","3","663","8.8","8.6"
"Appling","2020-11-23","21","4065","2","665","10.2","8.2"
"Appling","2020-11-24","9","4074","1","666","11.7","9"
"Appling","2020-11-25","3","4077","0","666","11.7","9"
"Appling","2020-11-26","7","4084","0","666","10.3","8.7"
"Appling","2020-11-27","22","4106","3","669","11","8.6"
"Appling","2020-11-28","19","4125","0","669","11","8.3"
"Appling","2020-11-29","17","4142","1","670","5.7","7.3"
"Appling","2020-11-30","4","4146","0","670","4.4","7.3"
"Appling","2020-12-01","12","4158","1","671","4","7.9"
"Appling","2020-12-02","12","4170","2","673","6.4","9.1"
"Appling","2020-12-03","20","4190","2","675","7.8","9.1"
"Appling","2020-12-04","23","4213","2","677","7.1","9.1"
"Appling","2020-12-05","17","4230","3","680","9.6","10.3"
"Appling","2020-12-06","3","4233","0","680","8.8","7.2"
"Appling","2020-12-07","36","4269","3","683","10","7.2"
"Appling","2020-12-08","13","4282","0","683","8.8","6.4"
"Appling","2020-12-09","25","4307","1","684","7","6.7"
"Appling","2020-12-10","25","4332","2","686","6.7","7.2"
"Appling","2020-12-11","23","4355","4","690","7.9","7.5"
"Appling","2020-12-12","52","4407","8","698","7.6","8.6"
"Appling","2020-12-13","23","4430","4","702","10.1","9.4"
"Appling","2020-12-14","9","4439","1","703","10.5","10.2"
"Appling","2020-12-15","23","4462","5","708","13.6","11.2"
"Appling","2020-12-16","16","4478","8","716","20.1","13.5"
"Appling","2020-12-17","32","4510","7","723","22.1","14.4"
"Appling","2020-12-18","57","4567","14","737","23.2","15.5"
"Appling","2020-12-19","22","4589","4","741","23.6","15.6"
"Appling","2020-12-20","26","4615","5","746","23.8","16.9"
"Appling","2020-12-21","36","4651","7","753","25","17.7"
"Appling","2020-12-22","12","4663","0","753","21.9","17.7"
"Appling","2020-12-23","27","4690","6","759","17.9","19"
"Appling","2020-12-24","40","4730","11","770","18.7","20.4"
"Appling","2020-12-25","39","4769","5","775","17.1","20.1"
"Appling","2020-12-26","22","4791","5","780","17.7","20.6"
"Appling","2020-12-27","28","4819","6","786","18","20.9"
"Appling","2020-12-28","8","4827","3","789","20.6","22.8"
"Appling","2020-12-29","12","4839","6","795","27.7","24.8"
"Appling","2020-12-30","16","4855","4","799","28.1","23"
"Appling","2020-12-31","31","4886","8","807","27.9","23.3"
"Appling","2021-01-01","50","4936","11","818","29.2","23.1"
"Appling","2021-01-02","27","4963","7","825","29.7","23.7"
"Appling","2021-01-03","60","5023","6","831","28","23"
"Appling","2021-01-04","4","5027","0","831","22.7","21.6"
"Appling","2021-01-05","20","5047","7","838","20.5","24.1"
"Appling","2021-01-06","29","5076","3","841","18.4","23.3"
"Appling","2021-01-07","9","5085","0","841","14.8","21.3"
"Appling","2021-01-08","3","5088","1","842","16.4","22.8"
"Appling","2021-01-09","47","5135","3","845","13.6","21.6"
"Appling","2021-01-10","26","5161","6","851","15.4","21.7"
"Appling","2021-01-11","29","5190","3","854","16.9","19.8"
"Appling","2021-01-12","18","5208","1","855","12.7","16.6"
"Appling","2021-01-13","23","5231","5","860","14.3","16.4"
"Appling","2021-01-14","65","5296","11","871","16.8","15.8"
"Appling","2021-01-15","65","5361","10","881","14.2","15.3"
"Appling","2021-01-16","25","5386","5","886","16.1","14.9"
"Appling","2021-01-17","33","5419","5","891","15","15.2"
"Appling","2021-01-18","45","5464","6","897","15.4","16.2"
"Appling","2021-01-19","9","5473","1","898","16.2","14.5"
"Appling","2021-01-20","30","5503","6","904","16","15.2"
"Appling","2021-01-21","18","5521","4","908","16.7","16.8"
